time,Site,Species,Damage,Plot,Plant,Leaf position,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_605,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,absorbance_650,absorbance_420
8/15/18 5:03,PA-1901,LUPARC,Medium (5-25%),1,L2,Top,7927,3713,556,1175,18.67,45.402344,812.899292,18.620001,45.267578,813.488098,18.15,0.01,25296.09,25307.98,0.513098478,5.00E-04,6.82E-05,6.7635,1.233,1.285,0.468,0.426,0.493,0.423,76.51,1,455,10281,123.91,2731,41661.5,122.6,6159.5,41665,106.06,50.3,1,81.63,1,162.19,1,-4.27,1,2.51,1,-4.48,1,469.4252669,0.233,0.044,0.061,0.722,0.066,0.821,0.284,58.417,20325.949,15580.2,3630,0.305,1.27921,0.41833,0.41228,-5774963.747,-0.998,556,-0.52,50.29882155,1,18.67,45.402344,10.65,755,287,264,NA,NA
8/15/18 5:04,PA-1901,LUPARC,High (25-100%),1,L2,Top,7130,4508,681,1460,19.51,46.773438,812.912659,19.5,46.607422,813.517944,18.55,0.89,29010.25,29001.53,0.391783133,0,0,0,1.119,1.116,0.459,0.419,0.447,0.407,66.01,1,815,10509,99.55,5062,42636,96.8,11445,42686.5,80.21,40.05,1,65.75,1,118.31,1,-4,1,-1.14,1,-5.17,1,415.5355872,0.253,0.09,0.137,0.657,0.079,0.811,0.312,77.609,17243.794,12876.8,3257,0.339,1.33371,0.54028,0.5296,-6220569.053,-0.992,681,-0.96,40.0462963,1,19.51,46.773438,25.16,948,354,326,1.454,1.642
8/15/18 5:05,PA-1901,LUPARC,High (25-100%),1,L2,Top,7046,4649,490,1024,19.969999,45.707031,812.930603,19.959999,45.546875,813.512634,15.59,1.38,30106.91,30170.07,0.933373139,NA,NA,NA,1.107,1.222,0.531,0.497,0.551,0.471,57.58,1,837.5,8900,91.15,5215,36098,88.28,11779.5,36105.5,71.69,36.51,1,69.14,1,94.55,1,-3.38,1,2.02,1,-5.98,1,409.8558719,0.274,0.03,0.043,0.696,0.081,0.824,0.332,60.34,13883.285,10084.1,2445,0.377,1.21818,0.33747,0.3326,-3961726.493,-0.999,490,-4.379999,36.51094276,1,19.969999,45.707031,22.8,652,252,231,1.442,1.476
8/15/18 5:08,PA-1901,LUPARC,High (25-100%),1,L2,Top,6902,12644,733,1572,20.700001,47.693359,813.007751,20.68,47.689453,813.544556,20.9,0.02,29459.23,29453.99,0.403787366,0,0,0,0.707,0.657,0.405,0.367,0.329,0.321,30.2,1,4032,11897,35.5,26061,48427.5,31.16,59072.5,48436.5,14.42,13.09,1,25.21,1,34.95,1,-3.78,1,-7.61,1,-8.4,1,400.1192171,0.271,0.085,0.131,0.645,0.086,0.812,0.334,89.356,16121.968,11754.5,3034,0.372,1.3088,0.52322,0.51259,-5894244.907,-0.999,733,0.199999,13.08922559,1,20.700001,47.693359,29.79,1022,379,348,0.76,0.754
8/15/18 5:14,PA-1901,LUPARC,Medium (5-25%),1,B49,Top,6978,9509,865,1859,21.190001,42.789062,812.942627,21.209999,42.641602,813.510925,22,0.03,30590.66,30597.13,0.269547249,0,0,0,0.854,0.761,0.416,0.378,0.406,0.378,43.76,1,2947.5,11598,48.01,19024.5,47199.5,43.72,43109,47216,26.99,18.35,1,34.52,1,50.03,1,-3.75,1,-0.95,1,-3.79,1,405.2580071,0.207,0.148,0.23,0.644,0.066,0.799,0.259,80.644,14485.914,11484.7,2917,0.261,1.3367,0.70241,0.69075,-4060022.154,-0.999,865,0.809999,18.3543771,1,21.190001,42.789062,31.97,1211,447,411,0.896,0.916
8/15/18 5:15,PA-1901,LUPARC,Medium (5-25%),1,B49,Top,7234,10329,809,1716,21.5,42.301758,812.950256,21.52,42.245117,813.501404,22.86,0.01,30549.08,30563.6,0.1399419,3.00E-04,1.26E-05,27.2454,0.813,0.765,0.432,0.393,0.327,0.326,38.15,1,3369.5,11186.5,40.62,21738,45447,36.28,49261,45463.5,19.56,15.24,1,33.34,1,37.08,1,-3.87,1,-10.5,1,-10.53,1,422.5676157,0.273,0.162,0.286,0.565,0.099,0.791,0.345,99.365,13878.491,10090.4,2895,0.375,1.35474,0.65259,0.63568,-5642609.852,-0.999,809,1.36,15.24410774,1,21.5,42.301758,30.43,1104,418,383,0.838,0.802
8/15/18 5:16,PA-1901,LUPARC,Medium (5-25%),1,B49,Top,7478,7438,347,738,21.92,42.308594,813.032043,21.91,41.822266,813.499695,19.85,0.2,30321.31,30332.42,0.519243524,4.00E-04,2.18E-05,16.27,0.952,0.853,0.427,0.409,0.494,0.416,52.43,1,2331.5,11301,57.06,14995.5,45989,52.92,33980,46007,36.2,22.16,1,42.56,1,65.04,1,-1.81,1,6.72,1,-1.13,1,439.0658363,0.358,0.157,0.324,0.485,0.151,0.787,0.455,55.882,14542.202,9337.9,3104,0.557,1.20317,0.68347,0.66602,-5695303.199,-0.998,347,-2.07,22.16329966,1,21.92,42.308594,35.64,471,187,171,0.998,1.078
8/15/18 5:16,PA-1901,LUPARC,Medium (5-25%),1,B49,Top,7937,5095,770,1639,21.940001,42.451172,813.025452,21.93,42.426758,813.511902,21.33,0.05,28262.97,28287.42,0.400322029,6.00E-04,0.00010672,5.2445,1.107,1.115,0.47,0.418,0.447,0.418,63.69,1,1264,10239.5,79.37,8013,41639,75.82,18128.5,41654,59.17,31.55,1,64.5,1,83.54,1,-5.17,1,-2.3,1,-5.23,1,470.1014235,0.274,0.172,0.311,0.553,0.102,0.788,0.348,95.081,16544.867,12004.9,3504,0.378,1.31096,0.68708,0.67052,-6238054.955,-0.996,770,-0.610001,31.5530303,1,21.940001,42.451172,26.7,1056,401,368,1.264,1.305
8/15/18 5:19,PA-1901,LUPARC,Medium (5-25%),1,L3,Top,7859,3015,777,1647,24.65,38.901367,813.008423,24.68,38.967773,813.608765,21.81,0.54,25150.81,25186.53,0.83264364,0.001,0.00010294,10.197,1.31,1.387,0.501,0.466,0.53,0.471,80.89,1,340.5,9535,133.23,2010.5,38776.5,132.78,4530.5,38790,116.3,54.22,1,88.57,1,211.74,1,-3.53,1,2.87,1,-3.03,1,464.8274021,0.336,0.144,0.276,0.52,0.132,0.793,0.424,117.553,14869.218,9870.2,3082,0.506,1.33547,0.58527,0.5658,-7662864.714,-0.997,777,-2.84,54.22138047,1,24.65,38.901367,47.1,1062,398,364,NA,NA
8/15/18 5:22,PA-1901,LUPARC,Medium (5-25%),1,L3,Top,7143,4913,516,1131,23.41,43.066406,813.063904,23.49,43.089844,813.630493,21.67,1.9,35167.68,35177.56,0.304253718,0,0,0,1.082,1.046,0.623,0.602,0.563,0.543,45.9,1,2180,7192.5,40.35,13986.5,29152.5,36.15,31666.5,29162,19.46,15.13,1,42.23,1,35.51,1,-2.09,1,-6.05,1,-8.06,1,416.4145907,0.26,0.117,0.187,0.623,0.086,0.804,0.324,60.437,19300.435,14276.9,3776,0.352,1.21506,0.67739,0.66713,-5095075.152,-1,516,-1.74,15.13047138,1,23.41,43.066406,39.19,745,273,249,1.027,0.979
8/15/18 5:24,PA-1901,LUPARC,Medium (5-25%),1,L3,Top,5482,37595,443,927,22.540001,42.454102,813.09906,22.58,42.357422,813.636108,20.85,0.84,24634.06,24664.31,-0.138332604,0.0016,0.00010956,14.6598,0.255,0.275,0.134,0.128,0.248,0.178,12.11,1,11905,22205,15.58,65535,65535,4.25,65535,65535,23.04,4.71,1,14.14,1,17.34,1,-0.62,1,11.44,1,4.41,1,304.1049822,0.422,0.04,0.074,0.539,0.161,0.82,0.515,84.088,6272.25,3626.6,1131,0.73,1.18899,0.32926,0.32086,-2894245.425,-0.998,443,-1.690001,4.705387205,1,22.540001,42.454102,11.58,590,229,208,0.29,0.307
8/15/18 5:34,PA-1901,LUPARC,Medium (5-25%),2,L4,Top,7106,9937,802,1666,21.129999,41.760742,813.12915,21.17,41.197266,813.689087,21.15,0.2,29569.67,29567.64,0.443123367,0,0,0,0.844,0.86,0.438,0.401,0.478,0.389,40.56,1,2222,11012,58.02,14301,44768,53.81,32421,44773,37.06,22.57,1,42.14,1,48.78,1,-3.78,1,3.92,1,-4.9,1,413.9128114,0.324,0.104,0.183,0.572,0.116,0.805,0.402,116.843,13044.7,8821.4,2544,0.479,1.23322,0.58594,0.57308,-4849413.339,-1,802,0.020001,22.56734007,1,21.129999,41.760742,19.39,1054,411,377,1.019,0.926
8/15/18 5:36,PA-1901,LUPARC,Medium (5-25%),2,L4,Top,6930,11333,510,1058,21.91,38.87793,813.133972,21.950001,38.873047,813.663147,14.89,0.54,29995.79,29996.05,0.425051999,0,0,0,0.781,0.778,0.403,0.383,0.426,0.369,37.8,1,2588,11942,54.92,16649,48574.5,50.76,37731,48586,34.02,21.26,1,37.43,1,53.63,1,-2.01,1,2.31,1,-3.38,1,402.0124555,0.44,0.129,0.298,0.432,0.209,0.79,0.557,100.899,11396.941,6386.3,2394,0.785,1.16472,0.63193,0.61328,-5114883.646,-1,510,-7.02,21.26262626,1,21.91,38.87793,52.12,664,268,245,0.952,0.939
8/15/18 5:37,PA-1901,LUPARC,Medium (5-25%),2,L4,Top,6411,16520,751,1554,22,35.095703,813.124451,22.049999,35.420898,813.675415,21.89,0.25,32389.88,32384.19,0.541747887,0,0,0,0.563,0.555,0.282,0.248,0.34,0.242,28.09,1,5219.5,15797,36.61,33800.5,64490.5,32.31,65535,64499,22.35,13.56,1,27.32,1,33.22,1,-3.4,1,5.86,1,-3.95,1,366.9199288,0.261,0.155,0.266,0.584,0.092,0.794,0.329,88.299,8802.237,6502.4,1813,0.354,1.26835,0.69969,0.6861,-2769041.777,-1,751,-0.11,13.55639731,1,22,35.095703,18.74,977,388,355,0.648,0.614
8/15/18 5:38,PA-1901,LUPARC,Medium (5-25%),2,L4,Top,6485,7873,959,1987,22.389999,38.293945,813.135132,22.389999,37.915039,813.702209,20.9,0.84,35445.85,35451.73,0.657560967,1.00E-04,1.40E-07,795.7474,0.867,0.813,0.459,0.419,0.379,0.373,40.81,1,2830.5,10508,45.48,18252,42719,41.19,41351,42749,24.49,17.29,1,35.43,1,42.15,1,-4.02,1,-8.01,1,-8.57,1,371.9234875,0.264,0.08,0.122,0.656,0.083,0.813,0.325,114.034,15946.959,11733.1,2980,0.359,1.3417,0.49594,0.48552,-6069795.143,-0.999,959,-1.489999,17.28956229,1,22.389999,38.293945,23.18,1255,489,447,0.914,0.88
8/15/18 5:43,PA-1901,LUPARC,None/Low (0-5%),2,L6,Top,7822,5315,834,1710,23.33,43.048828,813.127319,23.35,43.087891,813.696167,21.61,0.12,27013.33,27138.92,-0.73618053,NA,NA,NA,1.089,1.14,0.469,0.407,0.456,0.433,62.04,1,679.5,10266.5,106.44,4195,41788.5,104.09,9482.5,41799,87.47,42.95,1,67.14,1,172.83,1,-6.16,1,-1.31,1,-3.6,1,462.3256228,0.225,0.399,1.062,0.376,0.123,0.703,0.32,84.404,11591.597,8984.7,3443,0.29,1.53818,0.80808,0.77342,-4945468.581,-0.99,834,-1.72,42.94612795,1,23.33,43.048828,39.11,1074,419,381,1.533,NA
8/15/18 6:59,PA-1901,LUPARC,None/Low (0-5%),9,L1,Top,7705,4539,1191,2426,24.959999,36.829102,813.127197,25.01,36.769531,813.709229,18.15,2.2,24622.54,24630.98,0.725371784,4.00E-04,7.72E-05,5.622,1.197,1.272,0.481,0.435,0.511,0.444,71.55,1,638,9981.5,107.95,3944,40583,105.5,8905,40586.5,88.92,43.58,1,79.13,1,121.98,1,-4.61,1,2.97,1,-3.72,1,454.4145907,0.233,0.107,0.162,0.66,0.072,0.808,0.289,124.954,18748.759,14377.6,3605,0.304,1.63019,0.49546,0.4816,-9026251.467,-0.996,1191,-6.809999,43.58164983,1,24.959999,36.829102,13.3,1515,598,549,1.561,1.701
8/15/18 7:02,PA-1901,LUPARC,None/Low (0-5%),9,L4,Top,6281,14323,1215,2498,24.959999,36.024414,813.177368,24.870001,36.241211,813.727478,25.53,0.46,30805.36,30796.95,0.399369128,0,0,0,0.65,0.664,0.32,0.285,0.362,0.271,33,1,4131,14452,42.9,26685.5,59065.5,38.76,60481,59075,22.02,16.2,1,34.36,1,36.1,1,-3.52,1,4.15,1,-4.95,1,358.1298932,0.34,0.409,1.627,0.251,0.277,0.65,0.523,185.957,4977.424,3284.5,1742,0.515,1.63975,0.71878,0.64098,-3832529.002,-0.993,1215,0.570001,16.2037037,1,24.959999,36.024414,15.83,1565,621,569,0.749,0.681
8/15/18 8:28,PA-1791,LUPARC,Medium (5-25%),7,L3,Top,7866,5174,1425,2986,31.25,41.222656,824.776245,31.290001,41.283203,825.252136,30.5,0.08,27613.42,27699.75,0.517712685,0.0014,0.00016593,8.6531,1.097,1.175,0.49,0.431,0.462,0.472,60.78,1,753,9786.5,99.9,4706.5,39912.5,97.1,10643,39920.5,80.46,40.19,1,68.51,1,130.51,1,-5.9,1,-2.78,1,-1.74,1,465.3007117,0.354,0.283,0.78,0.363,0.2,0.733,0.483,226.798,11214.85,7248.4,2997,0.547,1.56163,0.6488,0.60224,-8462636.264,-0.995,1425,-0.75,40.19360269,1,31.25,41.222656,31.23,1890,743,671,1.489,1.795
8/15/18 8:29,PA-1791,LUPARC,Medium (5-25%),7,L3,Top,7335,9861,1299,2699,30.879999,41.200195,824.813416,30.950001,41.174805,825.300964,30.19,0.08,30395.53,30412.74,0.347336837,6.00E-04,5.50E-05,10.0087,0.839,0.868,0.473,0.428,0.345,0.377,36.63,1,2685,10171.5,46.36,17339,41509.5,42.17,39272.5,41512,25.45,17.66,1,39.49,1,45.1,1,-4.5,1,-12.74,1,-9.57,1,429.3967972,0.273,0.22,0.433,0.508,0.11,0.773,0.353,159.469,11628.192,8455.9,2639,0.375,1.56765,0.64856,0.62269,-6407256.128,-0.993,1299,-0.689999,17.65993266,1,30.879999,41.200195,5.01,1699,673,610,0.936,0.924
8/15/18 8:40,PA-1791,LUPARC,High (25-100%),8,B4,Top,7883,4159,1053,2177,32.110001,35.051758,824.695679,32.110001,35.087891,825.225769,29.86,0.16,26141.39,26162.73,0.816025544,6.00E-04,0.00019615,3.2175,1.19,1.349,0.516,0.453,0.475,0.476,67.32,1,331.5,9200.5,132.84,1974.5,37516,132.13,4456,37531,115.59,54.06,1,83.3,1,230.55,1,-6.38,1,-4.19,1,-4.09,1,466.4501779,0.371,0.162,0.347,0.467,0.163,0.784,0.473,175.618,15018.834,9452.5,3249,0.589,1.45423,0.53764,0.51034,-10732259.18,-0.993,1053,-2.250001,54.05723906,1,32.110001,35.051758,10.78,1363,547,496,NA,NA
8/15/18 8:41,PA-1791,LUPARC,High (25-100%),8,B4,Top,7616,4710,1089,2273,31.91,36.460938,824.710754,31.959999,36.655273,825.248413,32,0.2,27969.72,28001.94,0.591567115,6.00E-04,0.00012612,4.8546,1.149,1.24,0.48,0.414,0.426,0.442,66.84,1,722,9996,102.64,4538.5,40791.5,99.62,10268,40806,82.97,41.35,1,75.98,1,104.29,1,-6.63,1,-5.41,1,-3.84,1,448.3967972,0.369,0.125,0.246,0.507,0.149,0.797,0.463,180.765,14822.526,9354.9,3015,0.584,1.40032,0.49511,0.47399,-9719378.352,-0.995,1089,0.09,41.34680135,1,31.91,36.460938,4.82,1432,571,518,1.507,1.523
8/15/18 8:42,PA-1791,LUPARC,High (25-100%),8,B4,Top,7176,6250,1200,2504,31.790001,32.132812,824.667664,31.85,31.874023,825.263062,32,0.08,30126.49,30141.26,0.475064227,4.00E-04,7.17E-05,5.1651,1.017,1.05,0.459,0.4,0.387,0.41,55.8,1,1400.5,10497,75.99,8977,42852.5,72.14,20328,42855,55.43,30.13,1,59.12,1,71.83,1,-5.91,1,-7.19,1,-4.91,1,418.6459075,0.244,0.18,0.313,0.576,0.087,0.788,0.31,131.698,14703.266,11117.4,3117,0.323,1.57647,0.62646,0.60658,-7193176.718,-0.988,1200,0.209999,30.13047138,1,31.790001,32.132812,6.96,1571,637,579,1.219,1.178
8/15/18 9:07,PA-1791,LUPARC,High (25-100%),9,L10,Top,7530,2541,1329,2736,31.120001,35.250977,824.570068,31.219999,35.165039,825.152161,20.95,1.46,24889.66,24912.2,0.34878694,0,0,0,1.408,1.506,0.572,0.551,0.562,0.53,83.6,1,386,8100,120.7,2340.5,32973,119.14,5281.5,32976.5,102.59,48.95,1,93.37,1,115.73,1,-2.04,1,-1.01,1,-4.19,1,442.5818505,0.302,0.149,0.272,0.549,0.113,0.793,0.381,180.86,13052.785,9105.4,2698,0.434,1.43108,0.57576,0.55617,-6909690.01,-0.995,1329,-10.170001,48.94781145,1,31.120001,35.250977,14.5,1710,684,617,NA,1.729
8/15/18 9:08,PA-1791,LUPARC,High (25-100%),9,L10,Top,7923,3122,742,1526,30.690001,34.832031,824.599121,30.83,34.6875,825.131714,26.52,0.45,24188.16,24225.71,0.170890366,7.00E-04,0.00011527,6.1922,1.326,1.512,0.518,0.474,0.527,0.489,80.78,1,217.5,9159,150.95,1228.5,37399.5,152.6,2749.5,37403.5,136.41,61.68,1,99.36,1,248.16,1,-4.43,1,0.86,1,-2.91,1,469.1548043,0.433,0.131,0.3,0.436,0.203,0.79,0.548,144.549,14423.687,8179.5,3033,0.763,1.31087,0.51377,0.489,-10190007.71,-0.992,742,-4.170001,61.67929293,1,30.690001,34.832031,6.59,951,385,347,NA,NA
8/15/18 9:09,PA-1791,LUPARC,High (25-100%),9,L10,Top,6771,11551,1305,2731,30.040001,35.87207,824.615784,30.200001,35.945312,825.117981,27.67,0.12,30213.64,30212.59,0.15329934,0,0,0,0.78,0.852,0.425,0.388,0.422,0.374,35.5,1,2629.5,11364.5,52.08,16987,46461,47.95,38485,46477,31.24,20.07,1,42.73,1,40.61,1,-3.68,1,-0.31,1,-5.07,1,391.2615658,0.293,0.23,0.484,0.476,0.126,0.767,0.382,172.155,8616.308,6090.4,2009,0.415,1.49331,0.6638,0.63615,-4779284.843,-0.993,1305,-2.370001,20.06734007,1,30.040001,35.87207,9.64,1732,674,610,0.946,0.831
8/14/18 4:58,PA-1680,LUPARC,High (25-100%),9,L2,Top,7925,5106,154,284,17.99,49.610352,835.755066,18.030001,48.963867,836.286194,17.03,0.12,26116.56,26134.65,0.649286347,3.00E-04,1.94E-05,15.3412,1.098,1.156,0.461,0.414,0.484,0.421,63.68,1,524,10449.5,118.49,3175,42382.5,116.8,7159,42399.5,100.29,48.02,1,69.47,1,186.38,1,-4.7,1,2.28,1,-4.04,1,469.2900356,0.557,0.109,0.326,0.334,0.342,0.786,0.709,38.617,18834.319,8339,4025,1.259,1.04999,0.7731,0.76051,-4403675.106,-0.911,154,-0.96,48.01767677,1,17.99,49.610352,33.79,163,75,68,1.646,NA
8/14/18 4:58,PA-1680,LUPARC,High (25-100%),9,L2,Top,7325,5526,146,270,17.74,48.038086,835.762939,17.799999,47.791992,836.273132,16.37,0.38,27704.85,27721.48,0.448242966,4.00E-04,3.17E-05,11.2876,1.058,0.978,0.463,0.439,0.471,0.415,59.49,1,1014.5,10405.5,89.61,6398,42221,86.2,14486.5,42240,69.52,35.86,1,51.45,1,106.44,1,-2.43,1,0.82,1,-4.84,1,428.7206406,0.628,0.039,0.116,0.333,0.386,0.814,0.772,41.262,16941.662,6301.6,3154,1.688,1.04806,0.52767,0.51833,-5155327.195,-0.952,146,-1.37,35.86279461,1,17.74,48.038086,17.25,156,71,64,1.359,1.527
8/14/18 4:59,PA-1680,LUPARC,High (25-100%),9,L2,Top,7063,12583,159,291,17.43,49.941406,835.76123,17.49,49.885742,836.293579,16.22,0.25,27915.6,27911.76,0.372680194,0,0,0,0.723,0.682,0.413,0.377,0.367,0.346,31.09,1,3227,11689.5,44.41,20763,47510,40.2,47077,47524,23.45,16.84,1,26.98,1,49.32,1,-3.53,1,-4.51,1,-6.6,1,411.0053381,0.588,0.046,0.125,0.367,0.329,0.813,0.723,42.043,16877.191,6960,3162,1.425,1.03373,0.66494,0.65781,-3115767.752,-0.92,159,-1.21,16.83922559,1,17.43,49.941406,12.12,166,77,70,0.857,0.906
8/14/18 4:59,PA-1680,LUPARC,High (25-100%),9,L2,Top,7715,4162,159,292,17.190001,50.223633,835.760132,17.27,49.989258,836.308655,11.45,0.03,25423.89,25435.99,0.635274762,0,0,0,1.178,1.27,0.434,0.376,0.479,0.399,74.42,1,343,11126,139.62,1979.5,45171.5,140.09,4450,45182.5,123.7,56.91,1,83.61,1,238.8,1,-5.82,1,4.53,1,-3.45,1,455.0907473,0.589,0.052,0.146,0.359,0.337,0.81,0.727,42.139,20062.14,8246.6,3816,1.433,1.032,0.70449,0.69714,-3405135.861,-0.836,159,-5.740001,56.91077441,1,17.190001,50.223633,10.69,167,77,70,NA,NA
8/14/18 6:02,PA-1680,LUPARC,High (25-100%),8,L4,Top,7213,4951,152,270,18.049999,52.697266,835.476074,18.059999,52.393555,836.025635,17.73,1.49,31139.53,31181.95,0.443272798,6.00E-04,7.78E-05,7.7335,1.045,1.039,0.459,0.428,0.458,0.415,58.64,1,865.5,10501,96.91,5389,42581.5,94.03,12179,42595.5,77.42,38.94,1,57.97,1,137.36,1,-3.14,1,-0.1,1,-4.44,1,421.1476868,0.594,0.117,0.403,0.289,0.421,0.777,0.765,40.63,14908.528,6052.9,3329,1.463,1.06588,0.72506,0.70621,-5444156.347,-0.994,152,-0.319999,38.93518519,1,18.049999,52.697266,10.67,149,74,69,1.428,1.833
8/14/18 6:02,PA-1680,LUPARC,High (25-100%),8,L4,Top,6633,25392,200,356,18.040001,53.708008,835.473755,18.08,53.453125,836.003906,17.73,0.09,26779.46,26769.34,0.306692461,0,0,0,0.425,0.45,0.286,0.236,0.316,0.249,13.83,1,6145,15624.5,29.04,39760.5,63692,24.72,65535,63707.5,21.81,10.37,1,16.4,1,25.98,1,-5,1,2.97,1,-3.71,1,381.930605,0.473,0.099,0.23,0.428,0.226,0.799,0.592,42.58,12721.999,6703.1,2561,0.898,1.06217,0.74711,0.73721,-2828418.92,-0.998,200,-0.310001,10.37037037,1,18.040001,53.708008,6.73,197,96,89,0.577,0.546
8/14/18 6:03,PA-1680,LUPARC,High (25-100%),8,L4,Top,7570,7189,156,281,18.01,54.183594,835.502319,18.049999,53.882812,835.988892,17.49,0.61,27995.78,27984.53,-0.233840375,0,0,0,0.965,0.972,0.443,0.398,0.455,0.403,52.18,1,1123.5,10893,87.17,7050,44197.5,83.98,15956,44216,67.31,34.84,1,52.85,1,114.43,1,-4.47,1,1.14,1,-4,1,445.2864769,0.605,0.075,0.234,0.32,0.387,0.798,0.758,42.455,20187.025,7978.4,4074,1.53,1.04106,0.72264,0.71161,-5004033.663,-0.986,156,-0.52,34.83585859,1,18.01,54.183594,22.87,156,77,70,1.315,1.587
8/14/18 6:03,PA-1680,LUPARC,High (25-100%),8,L4,Top,6814,19727,111,200,18,54.714844,835.463379,18.040001,54.541016,835.991638,17.29,0.17,28193.2,28188.33,-0.114129752,0,0,0,0.544,0.557,0.347,0.304,0.359,0.307,19.69,1,4597,13597,35.61,29736.5,55394.5,31.27,65535,55417,15.76,13.14,1,21,1,32.1,1,-4.27,1,1.23,1,-4.02,1,394.1690391,0.613,0.066,0.207,0.321,0.391,0.802,0.764,30.612,13824.028,5351.8,2741,1.583,1.05644,0.62709,0.61398,-4692490.966,-0.985,111,-0.71,13.13552189,1,18,54.714844,18.76,111,56,51,0.703,0.668
8/14/18 6:05,PA-1680,LUPARC,High (25-100%),8,L1,Top,8037,4803,524,1093,17.67,57.279297,835.459839,17.700001,56.860352,836.023926,17.79,0.02,25478.29,25525.97,0.389984965,9.00E-04,0.00015846,5.9423,1.127,1.175,0.452,0.408,0.492,0.42,67.51,1,440,10664.5,126.96,2618.5,43214.5,126.01,5890.5,43242,109.62,51.58,1,72.25,1,229.52,1,-4.43,1,3.97,1,-3.21,1,476.8629893,0.447,0.162,0.414,0.391,0.234,0.775,0.576,105.386,17177.08,9500.1,3858,0.808,1.1589,0.68665,0.66461,-7661226.09,-0.999,524,0.12,51.58249158,1,17.67,57.279297,8.21,690,276,255,NA,NA
8/14/18 6:05,PA-1680,LUPARC,High (25-100%),8,L1,Top,7332,6191,698,1491,17.809999,58.22168,835.462524,17.85,56.999023,836.017639,17.49,0.21,27772.14,27815.63,0.388553963,8.00E-04,8.69E-05,9.2564,1.021,1.021,0.454,0.419,0.45,0.407,56.76,1,967,10631.5,92.63,6083.5,43044,89.23,13762,43064.5,72.59,37.13,1,56.77,1,119.41,1,-3.42,1,-0.35,1,-4.63,1,429.1939502,0.374,0.167,0.364,0.459,0.167,0.782,0.479,117.582,13693.601,8567.5,2992,0.598,1.19027,0.6985,0.67983,-5405092.819,-1,698,-0.319999,37.13383838,1,17.809999,58.22168,10.88,959,370,343,1.38,1.648
8/14/18 6:06,PA-1680,LUPARC,High (25-100%),8,L1,Top,7739,6005,672,1430,18.809999,58.524414,835.437805,18.809999,57.900391,836.030884,16.83,0.37,28360.49,28377.31,0.612549029,6.00E-04,8.74E-05,6.4071,1.029,1.012,0.448,0.403,0.455,0.417,58.12,1,1061,10780.5,89.2,6641,43689.5,86.07,15034.5,43697.5,69.38,35.69,1,56.44,1,95.87,1,-4.48,1,0.78,1,-3.07,1,456.7135231,0.342,0.148,0.289,0.51,0.137,0.791,0.433,103.474,17821.787,11723.6,3725,0.52,1.20268,0.67999,0.66424,-6452228.853,-1,672,-1.979999,35.69023569,1,18.809999,58.524414,8.84,916,357,330,1.34,1.406
8/14/18 6:07,PA-1680,LUPARC,High (25-100%),8,L1,Top,7469,6365,713,1523,19.049999,58.170898,835.485413,19.049999,57.476562,836.010498,17.43,-0.01,27199.46,27238.95,0.244399601,8.00E-04,0.00012898,6.3506,1.019,1.024,0.454,0.415,0.45,0.407,56.5,1,909,10625.5,95.29,5704,43092,92.08,12886.5,43097,75.47,38.25,1,56.97,1,124.97,1,-3.85,1,-0.44,1,-4.68,1,438.4572954,0.352,0.154,0.311,0.494,0.146,0.788,0.447,112.963,14703.665,9526.9,3114,0.543,1.21664,0.67069,0.65325,-5870863.103,-1,713,-1.619999,38.253367,1,19.049999,58.170898,12.41,980,378,350,1.407,1.704
8/14/18 7:33,PA-1680,LUPARC,None/Low (0-5%),7,L1,Top,5474,15356,808,1674,24.780001,41.006836,835.499756,24.82,41.105469,836.080017,23.63,0.46,23158.29,23168.41,-0.84156859,NA,NA,NA,0.747,0.73,0.336,0.304,0.373,0.286,41.13,1,3184,13952.5,52.68,20566.5,56866,48.42,46627,56865.5,31.66,20.32,1,39.45,1,46.91,1,-3.15,1,3.72,1,-4.98,1,303.5640569,0.391,0.291,0.913,0.318,0.252,0.718,0.545,142.26,8166.124,4971.1,2300,0.643,1.37929,0.69145,0.64355,-5578476.349,-0.998,808,-1.150001,20.31986532,1,24.780001,41.006836,12.21,1051,421,386,0.862,0.805
