time,Site,Species,Damage,Plot,Plant,Leaf position,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_605,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,absorbance_650,absorbance_420
8/29/17 12:36,GB-2020,LUPARC,None/Low (0-5%),4,B38,Top,7221,3323,585,1264,26.969999,23.515625,801.653442,27.120001,23.545898,802.30719,21.51,2.16,30154.53,30184.77,-0.72089187,4.00E-04,7.58E-05,5.4246,1.237,1.269,0.484,0.446,0.431,0.443,75.29,1,592.5,9916.5,110.88,3650,40479,108.75,8234,40483,92.21,44.81,1,78.48,1,124.75,1,-3.77,1,-5.31,1,-4.14,1,421.6886121,0.418,0.058,0.11,0.524,0.163,0.815,0.513,110.061,14955.183,8702.6,2771,0.718,1.20288,0.40429,0.39315,-7284080.447,-1,585,-5.459999,44.81481481,1,26.969999,23.515625,13.57,812,321,291,1.593,1.731
8/29/17 12:37,GB-2020,LUPARC,Medium (5-25%),4,B38,Top,7250,3100,600,1248,26.629999,22.775391,801.686096,26.790001,22.694336,802.391724,23.67,2.49,36254.88,36282.28,0.233608156,5.00E-04,0.00010838,4.2909,1.179,1.182,0.45,0.388,0.377,0.411,72.95,1,799,10727.5,101.31,4998,43832.5,98.55,11310,43845,81.89,40.79,1,73.22,1,109.13,1,-6.13,1,-7.29,1,-3.85,1,423.6494662,0.423,0.192,0.498,0.385,0.225,0.765,0.553,114.216,13300.908,7674.4,3123,0.733,1.2881,0.62709,0.59554,-8626438.198,-0.993,600,-2.959999,40.78703704,1,26.629999,22.775391,21.34,785,314,284,1.463,1.541
8/29/17 12:38,GB-2020,LUPARC,None/Low (0-5%),4,B38,Top,8000,3415,536,1139,26.52,24.368164,801.576233,26.690001,24.511719,802.316223,25.28,1.58,30513.23,30550.45,0.592298928,7.00E-04,8.45E-05,8.6083,1.201,1.348,0.468,0.412,0.419,0.435,73.25,1,347,10278,135.67,2029.5,41946,135.78,4569.5,41965,119.34,55.25,1,87.93,1,234.95,1,-5.62,1,-4.97,1,-3.34,1,474.36121,0.419,0.104,0.217,0.477,0.18,0.8,0.523,101.054,18036.076,10479.6,3601,0.721,1.18588,0.56725,0.55126,-8350734.952,-0.997,536,-1.24,55.2483165,1,26.52,24.368164,38.82,724,289,260,NA,NA
8/29/17 12:41,GB-2020,LUPARC,None/Low (0-5%),4,B38,Top,7731,3347,493,1020,25.889999,27.294922,801.661072,26.02,27.458008,802.342102,24.61,2.03,36599.43,36668.49,0.140708167,7.00E-04,5.60E-05,12.4613,1.144,1.246,0.428,0.372,0.375,0.397,71.67,1,629,11286.5,113.9,3900,46162,111.58,8823,46175.5,94.92,46.09,1,81.82,1,132.74,1,-5.6,1,-5.25,1,-3.06,1,456.1725979,0.419,0.137,0.307,0.445,0.193,0.789,0.531,92.91,16705.215,9709.2,3529,0.721,1.19634,0.62244,0.60272,-7962450.052,-1,493,-1.279999,46.08585859,1,25.889999,27.294922,28.28,633,266,242,1.567,1.755
8/29/17 12:42,GB-2020,LUPARC,None/Low (0-5%),4,B18,Top,8399,2990,352,635,25.74,26.128906,801.646301,25.870001,26.063477,802.320251,19.65,0.57,24950.48,24945.37,0.662314094,0,0,0,1.311,1.464,0.485,0.424,0.448,0.443,82.63,1,241,9895,149.85,1340.5,40409,152.18,2995,40413.5,136.06,61.22,1,97.9,1,252.14,1,-6.08,1,-3.72,1,-4.15,1,501.3398577,0.444,0.083,0.176,0.473,0.192,0.806,0.551,70.321,18193.155,10116.3,3534,0.798,1.23605,0.4494,0.43289,-11051260.27,-0.994,352,-6.09,61.21632997,1,25.74,26.128906,17.9,352,171,154,NA,NA
8/29/17 12:43,GB-2020,LUPARC,Medium (5-25%),4,B18,Top,7638,4001,312,561,25.68,28.407227,801.679504,25.799999,28.374023,802.394531,24.27,1.86,31021.28,31025.16,0.260760514,3.00E-04,3.46E-05,9.6473,1.154,1.21,0.465,0.407,0.39,0.422,68.91,1,702.5,10368,105.42,4390,42353.5,102.7,9920,42370.5,86.1,42.52,1,74.52,1,118.81,1,-5.78,1,-7.45,1,-4.23,1,449.8843416,0.434,0.112,0.248,0.454,0.196,0.796,0.545,60.928,15722.86,8899.8,3202,0.767,1.17176,0.59477,0.57767,-7317113.937,-0.993,312,-1.41,42.51683502,1,25.68,28.407227,29.05,311,151,136,1.519,1.653
8/29/17 12:44,GB-2020,LUPARC,None/Low (0-5%),4,B18,Top,8389,2862,393,721,25.77,29.416992,801.685852,25.9,29.53125,802.346741,21.5,0.9,23879.62,23892.99,0.488638586,5.00E-04,5.09E-05,8.9846,1.354,1.494,0.537,0.497,0.481,0.475,81.71,1,250,8784,143.09,1397,35813.5,145.14,3137,35828,128.81,58.37,1,95.77,1,207.67,1,-3.99,1,-5.59,1,-6.16,1,500.6637011,0.536,0.101,0.277,0.363,0.303,0.793,0.677,94.872,15709.337,7282,3259,1.157,1.18411,0.50037,0.4768,-10911974.85,-0.998,393,-4.27,58.37121212,1,25.77,29.416992,11.57,407,192,173,NA,NA
8/29/17 12:45,GB-2020,LUPARC,Medium (5-25%),4,B18,Top,6670,10310,286,561,25.809999,29.386719,801.671326,25.959999,29.458008,802.356079,24.27,2.14,39434.86,39431.64,0.504857328,0,0,0,0.708,0.742,0.375,0.332,0.346,0.349,33.35,1,3137,12747.5,49.4,20303.5,52213.5,45.28,46055,52228,28.5,18.94,1,36.67,1,43.58,1,-4.32,1,-2.91,1,-2.56,1,384.4323843,0.566,0.124,0.399,0.31,0.373,0.777,0.728,72.798,13860.891,6020.6,3088,1.302,1.1046,0.65745,0.63421,-6882282.944,-1,286,-1.539999,18.93939394,1,25.809999,29.386719,13.37,334,149,133,0.869,0.811
8/29/17 12:46,GB-2020,LUPARC,Medium (5-25%),4,B18,Top,6794,7598,595,1207,26.34,29.24707,801.680237,26.469999,29.302734,802.365601,24.84,2.01,26337.67,26539.47,0.932475109,NA,NA,NA,0.845,0.834,0.471,0.443,0.349,0.414,37.3,1,3091,10205,40.38,20023.5,41665.5,36.08,45393,41678,19.33,15.14,1,36.2,1,33.44,1,-2.88,1,-12.26,1,-5.77,1,392.816726,0.529,0.112,0.313,0.359,0.302,0.788,0.671,141.583,14203.458,6692.8,3011,1.122,1.1272,0.60962,0.58885,-7205710.496,-1,595,-1.5,15.14309764,1,26.34,29.24707,18.89,749,302,274,0.875,0.806
8/2/18 7:05,PA-1490,LUPARC,None/Low (0-5%),4,P194,Top,7943,9895,1156,2413,22.35,52.068359,853.511108,22.34,51.831055,854.119507,13.83,0.03,30164.7,30189.75,0.342440906,7.00E-04,2.26E-05,29.8762,0.83,0.833,0.389,0.354,0.408,0.345,44.07,1,2233,12328.5,62.71,14296.5,50093,58.71,32407,50094.5,41.96,24.54,1,44.36,1,60.46,1,-3.5,1,1.91,1,-4.48,1,470.5071174,0.185,0.519,1.75,0.297,0.128,0.64,0.289,96.03,11025.893,8990.5,3973,0.226,1.648,0.85575,0.81283,-4123071.7,-0.996,1156,-8.52,24.54124579,1,22.35,52.068359,4.49,1509,616,543,1.017,0.994
8/2/18 7:06,PA-1490,LUPARC,None/Low (0-5%),4,P194,Top,8466,4125,740,1536,22.49,51.654297,853.485291,22.5,51.651367,854.141357,21.34,0.06,26207.03,26249.84,0.175696287,9.00E-04,6.48E-05,14.4931,1.183,1.306,0.451,0.407,0.476,0.412,73.17,1,370,10703,134.64,2191,43461.5,134,4924.5,43463,117.62,54.81,1,85.54,1,226.07,1,-4.38,1,2.51,1,-3.83,1,505.8701068,0.201,0.245,0.442,0.554,0.074,0.772,0.26,66.819,21452.366,17147.8,4894,0.251,1.29189,0.8178,0.80409,-5220310.22,-0.999,740,-1.15,54.81481481,1,22.49,51.654297,16.26,956,396,353,NA,NA
8/2/18 7:07,PA-1490,LUPARC,None/Low (0-5%),4,P194,Top,8590,4829,1040,2198,22.540001,52.370117,853.498779,22.57,52.445312,854.119995,21.6,0.23,25654.1,25727.02,0.295258623,0.0014,0.00011738,12.2195,1.127,1.187,0.464,0.427,0.469,0.428,66.31,1,580,10391,113.84,3527,42157,112,7957.5,42163,95.46,46.06,1,72.33,1,205.73,1,-3.63,1,0.54,1,-3.52,1,514.2544484,0.198,0.559,2.297,0.243,0.167,0.597,0.332,92.619,9244.202,7414.7,3727,0.247,1.59226,0.86302,0.80951,-3567764.415,-0.994,1040,-0.940001,46.06060606,1,22.540001,52.370117,4.1,1381,568,504,1.602,NA
8/2/18 7:10,PA-1490,LUPARC,None/Low (0-5%),5,Y70,Top,8220,6464,54,86,19.860001,51.939453,853.579041,19.940001,51.99707,854.206482,10.07,0.37,28247.24,28258.77,0.559002844,0,0,0,1,1.059,0.436,0.403,0.449,0.409,56.4,1,837.5,11079,100.66,5224.5,45056,97.83,11812.5,45061,81.19,40.51,1,62.36,1,169.29,1,-3.26,1,1.34,1,-2.64,1,489.2366548,0.509,0.266,1.181,0.225,0.464,0.691,0.737,12.38,15997.336,7847.1,4941,1.039,1.01207,0.97318,0.9678,-309477.5,-0.105,54,-9.790001,40.51346801,1,19.860001,51.939453,3.62,43,26,24,1.442,NA
8/2/18 7:10,PA-1490,LUPARC,None/Low (0-5%),5,Y70,Top,8355,6809,30,49,19.59,52.90332,853.582581,19.68,52.791016,854.235229,18.19,0.11,28263.23,28282.74,0.405950726,0,0,0,0.978,1.048,0.446,0.403,0.435,0.404,53.15,1,826.5,10821,100.21,5121,44022.5,97.69,11582,44033.5,81.04,40.32,1,60.16,1,173.41,1,-4.34,1,-1.06,1,-4.2,1,498.3647687,0.608,0.154,0.643,0.239,0.522,0.748,0.812,8.203,18882.737,7408.6,4757,1.549,1.01578,0.93104,0.9235,-1436726.033,-0.447,30,-1.4,40.32407407,1,19.59,52.90332,46.56,25,16,15,1.448,NA
8/2/18 7:11,PA-1490,LUPARC,Medium (5-25%),5,Y70,Top,8325,6435,54,82,19.1,53.185547,853.595764,19.200001,52.798828,854.205444,18.05,0.1,28015.29,28016.67,0.628929542,0,0,0,0.999,1.064,0.435,0.391,0.435,0.397,56.4,1,780,11103.5,103.85,4855.5,45154.5,101.1,10971,45169,84.5,41.86,1,62.88,1,179.33,1,-4.34,1,0.04,1,-3.77,1,496.3362989,0.581,0.167,0.664,0.252,0.474,0.746,0.78,14.128,17382.16,7276,4420,1.389,1.03498,0.87584,0.86182,-3133883.243,-0.853,54,-1.05,41.85606061,1,19.1,53.185547,27.83,39,25,24,1.473,NA
8/2/18 7:12,PA-1490,LUPARC,Medium (5-25%),5,Y70,Top,8313,6213,51,78,18.790001,53.15918,853.555786,18.879999,52.847656,854.148499,18.09,0.12,27882.31,27888.45,0.525809117,4.00E-04,4.64E-05,7.7223,1.013,1.082,0.431,0.388,0.437,0.394,58.22,1,758.5,11201.5,105.44,4683,45602,103.1,10580,45611,86.5,42.53,1,65.13,1,174.18,1,-4.34,1,0.59,1,-3.69,1,495.524911,0.6,0.133,0.5,0.267,0.461,0.765,0.784,13.769,18370.407,7349.1,4319,1.5,1.02582,0.87997,0.86976,-2626848.889,-0.803,51,-0.700001,42.52525253,1,18.790001,53.15918,34.57,37,24,23,1.485,NA
8/7/18 5:53,GB-1940,LUPARC,Medium (5-25%),1,L2,Top,8058,3130,825,1728,25.790001,45.870117,811.568726,25.700001,45.847656,812.158508,22.81,0.7,25259.3,25241.45,0.573571323,0,0,0,1.309,1.406,0.543,0.502,0.546,0.495,76.62,1,368,8658,125.67,2192.5,35103,124.69,4935.5,35114,108.26,51.04,1,86.35,1,162.99,1,-4.04,1,0.31,1,-4.83,1,478.2829181,0.258,0.048,0.069,0.694,0.076,0.82,0.314,95.759,17382.709,12899.1,3123,0.348,1.35182,0.37053,0.36319,-6557399.24,-0.998,825,-2.980001,51.03956229,1,25.790001,45.870117,17.56,1090,437,398,NA,NA
8/7/18 5:53,GB-1940,LUPARC,Medium (5-25%),1,L2,Top,5841,16075,1124,2358,26.09,45.639648,811.562805,26.040001,45.595703,812.117004,23.67,1.93,31691.32,31691.76,0.182110366,0,0,0,0.589,0.659,0.359,0.309,0.379,0.308,23.02,1,4260,13215.5,37.68,27573,53914.5,33.38,62519.5,53933,16.63,14.01,1,29.98,1,32.41,1,-5,1,1.95,1,-5.11,1,328.3790036,0.367,0.32,1.025,0.313,0.241,0.707,0.519,185.66,6917.414,4378.3,2028,0.58,1.55874,0.66893,0.61124,-5481762.516,-0.993,1124,-2.42,14.00673401,1,26.09,45.639648,30.37,1489,594,539,0.736,0.683
8/7/18 5:55,GB-1940,LUPARC,High (25-100%),1,L2,Top,8040,3520,1224,2560,26.549999,45.698242,811.512878,26.549999,45.768555,812.161072,24.23,0.37,27334.58,27359.81,0.332650137,6.00E-04,0.00018269,3.434,1.244,1.325,0.491,0.442,0.507,0.463,75.39,1,534.5,9765.5,114.69,3259,39705.5,112.83,7349.5,39715.5,96.31,46.42,1,83.39,1,135.99,1,-4.83,1,1.63,1,-2.76,1,477.0658363,0.24,0.158,0.262,0.602,0.082,0.795,0.302,132.358,16138.775,12260.6,3316,0.316,1.57257,0.59919,0.58135,-7674701.231,-0.993,1224,-2.319999,46.41835017,1,26.549999,45.698242,20.43,1615,643,584,1.637,1.85
8/7/18 5:55,GB-1940,LUPARC,High (25-100%),1,L2,Top,7782,3160,1392,2898,26.52,45.139648,811.519897,26.51,45.268555,812.155884,24.61,0.78,27581.8,27635.63,0.495068933,0.0011,0.0001487,7.346,1.279,1.402,0.497,0.45,0.52,0.463,78.25,1,462,9625.5,120.39,2834,39161,118.3,6386,39168.5,101.81,48.82,1,90.48,1,153.62,1,-4.73,1,2.33,1,-3.34,1,459.6209964,0.264,0.222,0.433,0.513,0.106,0.773,0.342,165.618,14859.965,10931,3373,0.359,1.56789,0.65829,0.63312,-7839307.976,-0.996,1392,-1.91,48.81734007,1,26.52,45.139648,27.16,1826,724,658,NA,NA
8/7/18 5:56,GB-1940,LUPARC,High (25-100%),1,L2,Top,8007,3307,1151,2422,26.719999,45.257812,811.517578,26.73,45.267578,812.143188,17.29,0.46,26004.75,26047.21,0.564558692,9.00E-04,0.0001344,6.5922,1.271,1.426,0.488,0.431,0.52,0.467,78.34,1,279.5,9832,143.14,1617.5,39974,143.55,3646,39985.5,127.05,58.39,1,93.87,1,234.25,1,-5.64,1,3.24,1,-2.09,1,474.8345196,0.297,0.197,0.388,0.506,0.12,0.779,0.382,153.878,15759.957,11077.8,3491,0.423,1.52499,0.61475,0.5893,-9132336.633,-0.997,1151,-9.429999,58.39225589,1,26.719999,45.257812,18.81,1531,612,556,NA,NA
8/7/18 5:57,GB-1940,LUPARC,None/Low (0-5%),1,L3,Top,6069,26527,1321,2777,28.690001,42.676758,811.51123,28.73,42.772461,812.140991,25.71,0.8,26677.99,26655.2,0.385935651,0,0,0,0.416,0.42,0.234,0.202,0.294,0.244,18.17,1,8380.5,17621.5,20.79,54425.5,65535,12.32,65535,65535,23.04,6.9,1,18.53,1,21.71,1,-3.23,1,5.98,1,0.94,1,343.7953737,0.253,0.22,0.417,0.527,0.098,0.775,0.326,150.129,8445.884,6312.9,1901,0.338,1.57882,0.66358,0.63971,-4262071.93,-0.996,1321,-2.980001,6.898148148,1,28.690001,42.676758,29.66,1761,692,624,0.442,0.451
8/7/18 5:58,GB-1940,LUPARC,Medium (5-25%),1,L3,Top,7815,4299,825,1738,28.780001,42.816406,811.495911,28.799999,42.957031,812.151123,26.53,0.3,27935.3,27934.19,0.205279714,0,0,0,1.13,1.208,0.508,0.47,0.48,0.455,62.11,1,792.5,9374,95.8,4971.5,38130.5,92.73,11249,38151,76.08,38.47,1,69.93,1,99.98,1,-3.82,1,-2.85,1,-5.38,1,461.8523132,0.215,0.038,0.051,0.747,0.059,0.823,0.261,79.638,15520.919,12191.5,2751,0.273,1.6459,0.2748,0.26846,-6880756.704,-0.996,825,-2.250001,38.46801347,1,28.780001,42.816406,21.29,1096,445,406,1.466,1.508
8/7/18 5:59,GB-1940,LUPARC,High (25-100%),1,L3,Top,7615,2856,1133,2356,29.049999,40.147461,811.512878,29.110001,40.063477,812.17804,27,0.82,27524.92,27585.03,0.592999569,0.0012,0.00017227,6.8421,1.297,1.461,0.491,0.429,0.519,0.476,80.66,1,268,9762,144.65,1521.5,39747.5,145.96,3431,39750.5,129.43,59.03,1,97.07,1,193.24,1,-6.19,1,2.81,1,-1.45,1,448.3291815,0.367,0.212,0.505,0.42,0.179,0.764,0.481,187.325,14699.94,9299,3465,0.581,1.57929,0.56667,0.52943,-11833971.29,-0.995,1133,-2.049999,59.02777778,1,29.049999,40.147461,13.88,1482,590,536,NA,NA
8/7/18 6:26,GB-1940,LUPARC,None/Low (0-5%),2,L2,Top,6963,17475,1384,2863,27.389999,44.365234,811.558105,27.42,43.999023,812.187988,26.79,-0.03,28854.67,28883.41,-0.12131535,0.0016,3.99E-06,410.0207,0.591,0.66,0.361,0.295,0.323,0.327,22.97,1,4239.5,13148.5,37.67,27499.5,53841,33.43,62334.5,53839.5,16.68,14,1,29.85,1,35.9,1,-6.6,1,-3.84,1,-3.46,1,404.2437722,0.287,0.543,3.202,0.17,0.347,0.537,0.535,179.015,4860.969,3463.8,2249,0.403,1.78948,0.78039,0.66082,-3386984.118,-0.992,1384,-0.599999,14.00252525,1,27.389999,44.365234,26.18,1795,716,649,0.738,0.72
8/7/18 6:27,GB-1940,LUPARC,None/Low (0-5%),2,L2,Top,7623,7249,1210,2515,28.360001,44.450195,811.570862,28.41,43.895508,812.170654,27.39,-0.04,28719.91,28766.48,-0.45586894,8.00E-04,0.00022644,3.5142,0.957,1.066,0.429,0.37,0.39,0.397,52.85,1,1018,11260.5,92.89,6482.5,46007,89.36,14663,46013,72.71,37.24,1,63.75,1,117.66,1,-5.86,1,-3.83,1,-3.14,1,448.8701068,0.302,0.419,1.502,0.279,0.222,0.661,0.458,164.688,8565.496,5974.8,2903,0.434,1.72247,0.73259,0.66428,-6127253.309,-0.986,1210,-0.970001,37.24326599,1,28.360001,44.450195,21.82,1578,634,574,1.358,1.605
8/7/18 6:28,GB-1940,LUPARC,High (25-100%),2,L2,Top,7935,3935,1238,2562,28.780001,42.761719,811.582092,28.84,42.682617,812.1474,27.71,0.17,26188.2,26251.4,-0.310279841,0.001,0.00015413,6.7555,1.215,1.397,0.454,0.405,0.476,0.437,76.08,1,338,10630,138.27,1977,43428.5,138.43,4453.5,43434,121.96,56.34,1,94.32,1,231.48,1,-4.83,1,2.24,1,-1.63,1,469.9661922,0.385,0.321,1.09,0.294,0.268,0.7,0.55,214.598,10488.121,6448,3145,0.627,1.69824,0.62692,0.55774,-9979746.691,-0.987,1238,-1.070001,56.34259259,1,28.780001,42.761719,13.17,1606,642,581,NA,NA
8/7/18 6:29,GB-1940,LUPARC,High (25-100%),2,L2,Top,8124,4504,875,1811,29.16,41.460938,811.536194,29.25,41.688477,812.147217,20.45,0.11,27021.98,27073.99,-0.198924494,0.001,0.0001806,5.6784,1.16,1.305,0.471,0.431,0.462,0.453,68.93,1,486,10213.5,120.77,2964,41662.5,119.04,6682,41665,102.53,48.98,1,83.43,1,188.61,1,-3.99,1,-0.95,1,-1.83,1,482.7455516,0.416,0.268,0.845,0.317,0.269,0.726,0.573,163.616,12416.295,7256.9,3406,0.711,1.48431,0.62097,0.56651,-10831299.23,-0.989,875,-8.71,48.97727273,1,29.16,41.460938,3.03,1133,458,415,NA,NA
8/7/18 6:32,GB-1940,LUPARC,None/Low (0-5%),2,L4,Top,6930,4419,675,1401,29.93,40.84082,811.61853,29.99,40.886719,812.18103,28.71,1.1,27895.02,27958.08,0.124005802,0.001,9.60E-05,10.9308,1.173,1.239,0.538,0.524,0.47,0.474,63.52,1,783,8763,93.4,4927,35659.5,90.21,11139,35663.5,73.58,37.46,1,70.13,1,100.36,1,-1.41,1,-6.76,1,-6.36,1,402.0124555,0.497,0.176,0.536,0.328,0.31,0.761,0.653,150.831,8569.733,4314.3,2051,0.986,1.25745,0.58905,0.55162,-6591285.879,-0.996,675,-1.22,37.45791246,1,29.93,40.84082,13.09,878,355,322,1.472,1.541
8/7/18 6:35,GB-1940,LUPARC,None/Low (0-5%),2,L4,Top,6318,27239,99,179,29.719999,43.90332,811.646545,29.790001,43.962891,812.204163,21.61,0.44,28796.6,28779.69,0.522445633,0,0,0,0.376,0.51,0.287,0.224,0.314,0.261,8.81,1,7415,15588.5,20.78,48249.5,63903.5,16.46,65535,63902,21.95,6.89,1,22.29,1,15.55,1,-6.33,1,2.62,1,-2.62,1,360.6316726,0.582,0.067,0.192,0.35,0.34,0.804,0.724,25.941,7906.57,3302.7,1552,1.394,1.16345,0.40551,0.38611,-5984425.998,-0.99,99,-8.109999,6.893939394,1,29.719999,43.90332,8.12,96,55,51,0.495,0.443
8/7/18 6:36,GB-1940,LUPARC,Medium (5-25%),2,L4,Top,6309,10384,776,1601,29.790001,43.931641,811.653687,29.879999,43.982422,812.176697,28.11,1.31,33212.27,33215.8,0.625561366,0,0,0,0.778,0.807,0.448,0.403,0.323,0.357,32.93,1,3173.5,10766,41.56,20545.5,43986.5,37.31,46544.5,43992.5,20.59,15.64,1,35.92,1,36.71,1,-4.48,1,-12.56,1,-9.11,1,360.0231317,0.444,0.325,1.407,0.231,0.394,0.67,0.663,155.101,7054.15,3921,2330,0.799,1.34638,0.70238,0.63115,-5549660.26,-0.992,776,-1.680001,15.63973064,1,29.790001,43.931641,6.18,1001,403,366,0.864,0.815
8/7/18 6:39,GB-1940,LUPARC,Medium (5-25%),2,L4,Top,8369,3219,945,1963,30.02,42.307617,811.602966,30.129999,42.302734,812.146301,26.05,0.13,44107.23,44145.17,-0.476711379,2.00E-04,6.68E-06,35.8819,1.179,1.229,0.655,0.598,0.723,0.597,52.35,1,1185,6683.5,63.64,7554.5,27157.5,59.82,17098,27158,43.14,24.93,1,57.36,1,45.89,1,-5.78,1,6.78,1,-5.8,1,499.3113879,0.204,0.234,0.417,0.562,0.074,0.775,0.263,86.679,11137.09,8867,2506,0.256,1.42278,0.76244,0.7456,-3613906.894,-0.995,945,-3.97,24.93265993,1,30.02,42.307617,34.42,1234,492,445,1.292,1.114
8/7/18 7:36,GB-1940,LUPARC,None/Low (0-5%),5,L2,Top,7568,6007,137,249,46.099998,22,813.375305,46.290001,22.413086,813.868103,44.11,0.02,29450.11,29446.18,0.718694285,0,0,0,1.036,1.142,0.481,0.424,0.379,0.469,55.52,1,1071.5,9978.5,85.42,6941,40832,81.21,15735,40836,64.46,34.1,1,66.04,1,84.84,1,-5.76,1,-10.18,1,-1.27,1,445.1512456,0.551,0.175,0.636,0.275,0.411,0.749,0.735,33.958,11466.338,5150.5,2879,1.226,1.31082,0.52601,0.47473,-12084765.28,-0.981,137,-1.989998,34.0993266,1,46.099998,22,14.55,135,75,69,1.335,1.33
8/7/18 7:36,GB-1940,LUPARC,None/Low (0-5%),5,L2,Top,6249,31398,1232,2547,44.959999,22.026367,813.384521,45.16,22.474609,813.910339,43.67,0.11,27108.34,27128.83,-0.169798507,0,0,0,0.346,0.469,0.258,0.218,0.253,0.265,8.76,1,8455,16675,18.01,55237,65535,11.68,65250.5,65535,23.23,5.73,1,21.06,1,13.53,1,-4.01,1,-0.5,1,0.65,1,355.9661922,0.345,0.331,1.023,0.324,0.218,0.707,0.488,191.096,5856.813,3838,1716,0.526,1.53676,0.6955,0.64254,-4220406.664,-0.987,1232,-1.289999,5.728114478,1,44.959999,22.026367,8.95,1591,643,578,0.438,0.394
8/7/18 7:37,GB-1940,LUPARC,Medium (5-25%),5,L2,Top,7719,4403,1500,3092,43.439999,21.875,813.378113,43.66,22.25293,813.83313,22.47,0.47,28344.92,28402.14,0.377899349,0,0,0,1.149,1.315,0.517,0.466,0.452,0.507,63.24,1,457,9193.5,118.87,2888,37587,115.7,6542,37595.5,98.98,48.18,1,79.84,1,198.82,1,-5.08,1,-6.53,1,-1,1,455.36121,0.293,0.465,1.926,0.242,0.249,0.625,0.469,198.048,8170.594,5773.3,3062,0.415,1.82098,0.74476,0.66117,-6011764.185,-0.983,1500,-20.969999,48.17760943,1,43.439999,21.875,11.23,1932,775,698,NA,NA
8/7/18 7:38,GB-1940,LUPARC,Medium (5-25%),5,L2,Top,8204,2122,1670,3437,41.66,21.327148,813.369202,41.900002,21.698242,813.771423,41.38,0.75,25498.26,25525.78,0.128715003,0,0,0,1.466,1.654,0.59,0.532,0.526,0.556,87.63,1,214.5,7766.5,144.39,1273,31731.5,143.92,2880,31736.5,127.26,58.92,1,106.35,1,225.69,1,-5.82,1,-6.36,1,-3.36,1,488.1548043,0.189,0.317,0.643,0.493,0.079,0.748,0.253,142.267,11686.988,9474.5,2944,0.234,1.82808,0.75441,0.72753,-5155994.246,-0.992,1670,-0.28,58.91835017,1,41.66,21.327148,15.64,2142,865,781,NA,NA
8/7/18 8:12,GB-1940,LUPARC,None/Low (0-5%),6,L3,Top,6511,27929,1160,2354,21.389999,39.469727,813.142944,21.450001,39.037109,813.592651,18.09,0.12,26567.73,26573.61,0.539657886,0,0,0,0.387,0.451,0.301,0.244,0.289,0.258,8.64,1,6525,15114,24.99,42305,61750.5,20.68,65535,61777.5,20.48,8.67,1,15.02,1,22.13,1,-5.74,1,-1.16,1,-4.24,1,373.6814947,0.251,0.304,0.685,0.445,0.116,0.743,0.338,130.97,10274.55,7696.7,2637,0.335,1.54213,0.74127,0.71113,-4977140.177,-0.994,1160,-3.299999,8.665824916,1,21.389999,39.469727,20.67,1457,590,536,0.551,0.522
8/7/18 8:12,GB-1940,LUPARC,None/Low (0-5%),6,L3,Top,7256,7916,1700,3468,21.799999,39.904297,813.104675,21.85,39.640625,813.594543,21.11,0.36,31527.17,31606.59,0.462533313,0.0011,0.00015186,7.439,0.886,0.904,0.44,0.399,0.403,0.391,44.66,1,1493.5,10982.5,75.16,9516.5,44676,71.41,21554.5,44690.5,54.71,29.78,1,46.49,1,96.58,1,-4.04,1,-3.69,1,-4.83,1,424.0551601,0.179,0.481,1.413,0.34,0.108,0.669,0.268,137.142,9104.843,7472.6,3013,0.218,1.93423,0.82165,0.77878,-3988815.744,-0.995,1700,-0.689999,29.78114478,1,21.799999,39.904297,17.83,2157,864,784,1.191,1.405
8/7/18 8:13,GB-1940,LUPARC,Medium (5-25%),6,L3,Top,7224,4726,1699,3471,22.18,40.90918,813.108887,22.23,40.669922,813.562683,21.9,0.14,33174.9,33272.86,-0.116243804,0.0014,0.00020921,6.4691,1.044,1.096,0.453,0.398,0.446,0.422,59.08,1,818.5,10655,99.97,5135.5,43374,96.92,11601.5,43375,80.31,40.22,1,64.36,1,126.31,1,-5.51,1,-0.66,1,-3.1,1,421.8914591,0.255,0.441,1.449,0.304,0.171,0.666,0.382,194.69,10341.095,7707.8,3455,0.342,1.94952,0.74689,0.68452,-6815015.997,-0.991,1699,-0.28,40.22306397,1,22.18,40.90918,10.6,2160,865,783,1.452,1.716
